title,price,rating,total_reviews,product_description,reviews,reviews_rating,Shoe Type
ASICS Men's Gel-Zone 8 Running Shoe,₹5759.00,3.8 out of 5 stars,9 ratings,Asics we are the manufacturer of sports footwear and apparel. Through our scientific approach we have strived to create highly innovative sports product solutions. Technologies such as core gel cushioning system and flytefoam are renown for enabling the most comfortable and performance-enhancing footwear and apparel for athletes and active consumers alike.,Nice product|| Recieved used shoe,5.0 out of 5 stars|| 1.0 out of 5 stars,Men
Skechers Men's Bionic Trail Sneaker,₹5999.00,4.4 out of 5 stars,9 ratings,వివరణ స్కెచర్స్ బయోనిక్ ట్రైల్™ తో అధునాతన టెక్నాలజీ ఆరుబయట గొప్పగా ఉంటుంది. ఈ అన్ని భూభాగాలపై హైకింగ్ మరియు ట్రైల్ రన్నింగ్ షూ తేలికపాటి నీటి వికర్షకం ఎగువ కుషన్ గల మిడ్సోల్ మరియు మన్నికైన Goodyear® రబ్బర్ ట్రాక్షన్ అవుట్సోల్తో రూపొందించబడింది. లక్షణాలు సింథటిక్ ఓవర్లేస్తో తేలికపాటి గాలి ఆడే మెష్ ఫాబ్రిక్ ఎగువ డిజైన్ ఫిట్ కోసం మృదువైన స్ట్రెచ్ కాలర్ సురక్షితమైన ఫిట్ కోసం లేస్తో ముందు వైపు అధిక అపెక్స్ డిజైన్ అదనపు స్థిరత్వం మరియు లేస్-అప్ సౌకర్యం కోసం అస్థిపంజర సైడ్ TPU ప్యానెల్స్ అదనపు మన్నిక కోసం హాట్ మెల్ట్ సింథటిక్ టో మరియు హీల్ ఓవర్లేలు గాలి చల్లబడిన మెమరీ ఫోమ్ కుషన్డ్ కంఫర్ట్ ఇన్సోల్ తేలికపాటి షాక్ స్పెషల్స్ డిజైన్ ఫినిష్ Goodyear ® రబ్బరు అవుట్ తో సోల్ మన్నిక మరియు ట్రాక్షన్ను అందిస్తుంది మన్నికైన ట్రెడ్ అవుట్సోల్ తగినంత బహుళ-ఉపరితల ట్రాక్షన్ బరువును అందిస్తుంది: 9 oz. పురుషుల సైజు 9 ప్యాడెడ్ కాలర్ మరియు హీల్ ప్యానెల్లో Goodyear® (మరియు winged ఫుట్ డిజైన్) మరియు బ్లింప్ అనేవి Skechers USA Inc. Manhattan Beach CAC లైసెన్స్ కింద ఉపయోగించే The Goodyear టైర్ మరియు రబ్బర్ కంపెనీ ట్రేడ్ మార్క్లు. Copyright 2019 The Goodyear టైర్ మరియు రబ్బర్ కంపెనీ. ఈ లేదా పాదరక్షలు జారే ప్రమాదాన్ని పూర్తిగా తొలగించలేవు______Description Advanced technology takes on the great outdoors with the Skechers Bionic Trail™. This all terrain hiking and trail running shoe is designed with a lightweight water repellent upper cushioned midsole and a durable Goodyear® rubber traction outsole. Features Lightweight breathable mesh fabric upper with synthetic overlays Water repellent upper design Soft stretch collar for easy slip on fit High apex design with lace up front for secure fit Skeletal side TPU panels for added stability and lace-through comfort Hot melt synthetic toe and heel overlays for added durability Air-Cooled Memory Foam cushioned comfort insole Lightweight shock absorbing midsole with stabilzed midfoot Midsole with speckle design finish Goodyear® rubber outsole provides durability and traction Durable tread outsole provides ample multi-surface traction Weight: 9 oz. in a men's size 9 Padded collar and heel panel for sure fit Goodyear® (and the winged foot design) and Blimp are trademarks of The Goodyear Tire & Rubber Company used under license by Skechers USA Inc. Manhattan Beach CA. Copyright 2019 The Goodyear Tire & Rubber Company. This or any footwear cannot completely eliminate the risk of slipping______വിവരണം നൂതന സാങ്കേതികവിദ്യ Skechers Bionic Trail™ ഉപയോഗിച്ച് മികച്ച ഔട്ട്ഡോർ എടുക്കുന്നു. ഭാരം കുറഞ്ഞ വാട്ടർ റിപ്പല്ലന്റ് അപ്പർ കുഷ്യനുള്ള മിഡ്സോൾ ഈട് നിൽക്കുന്ന ഗുഡ്® റബ്ബർ ട്രാക്ഷൻ ഔട്ട്സോൾ എന്നിവ ഉപയോഗിച്ചാണ് ഈ എല്ലാ ഭൂപ്രദേശങ്ങളിലും കാൽനടയാത്ര ട്രെയിൽ റണ്ണിംഗ് ഷൂ രൂപകൽപ്പന ചെയ്തിരിക്കുന്നത്. സവിശേഷതകൾ: സിന്തറ്റിക് ഓവർലേകളോടു കൂടിയ ഭാരം കുറഞ്ഞ വായു കടക്കുന്ന മെഷ് ഫാബ്രിക് മുകൾഭാഗം ഭാഗം എളുപ്പത്തിൽ വഴുതി വീഴുന്നതിനായി മൃദുവായ സ്ട്രെച്ച് കോളർ സുരക്ഷിതമായ ഫിറ്റിനായി മുന്നിൽ ലേസ് അപ്പ് ഉള്ള ഹൈ ആക്സ് ഡിസൈൻ കൂടുതൽ സ്ഥിരതയ്ക്കായി Skeletal സൈഡ് TPU പാനലുകൾ കൂടാതെ ലേസ് ത്രൂ കംഫർട്ടിനായി ഹോട്ട് മെൽറ്റ് സിന്തറ്റിക് ടോ ഹീൽ ഓവർലേകൾ. എയർ കൂൾഡ് മെമ്മറി ഫോം കുഷ്യനുള്ള കംഫർട്ട് ഇൻസോൾ ഭാരം കുറഞ്ഞ ഷോക്ക് അബ്സോർബ് ചെയ്യാവുന്ന മിഡ്സോൾ  പ്രത്യേക ഡിസൈൻ ഫിനിഷുള്ള ഗുഡ്സ് റബ്ബർ ഔട്ട്സോൾ ഈട് നൽകുന്നു ട്രാക്ഷൻ ഡ്യൂറബിൾ ട്രെഡ് ഔട്ട്സോൾ ധാരാളം മൾട്ടി-സർഫസ് ട്രാക്ഷൻ ഭാരം: 9 oz. ഗുഡ്ഡ്ഡ്® (ചിറകുള്ള ഫൂട്ട് ഡിസൈൻ) പുരുഷന്മാരുടെ വലുപ്പം 9 പാഡഡ് കോളറും ഹീൽ പാനലിലും) Blimp ട്രേഡ് മാർക്കുകൾ USA Inc. മാൻഹത്താൻ ബീച്ച് CA. Copyright 2019 ഗുഡ്വർഷ ടയർ റബ്ബർ കമ്പനി. ഇത് അല്ലെങ്കിൽ ഏതെങ്കിലും പാദരക്ഷകൾക്ക് വഴുതിവീഴാനുള്ള സാധ്യത പൂർണ്ണമായും ഇല്ലാതാക്കാൻ കഴിയില്ല______விளக்கம் மேம்பட்ட தொழில்நுட்பம் Skechers பயோனிக் டிரெய்ல்™ உடன் சிறந்த வெளிப்புறங்களில் எடுக்கிறது. இந்த அனைத்து நிலப்பரப்பு ஹைக்கிங் மற்றும் பாதை ரன்னிங் ஷூ இலகுரக நீர் விரட்டும் மேற்பரப்பு குஷன் செய்யப்பட்ட மிட்சோல் மற்றும் ஒரு நீடித்த Goodyear® ரப்பர் இழுவை அவுட்சோல் உடன் வடிவமைக்கப்பட்டுள்ளது. அம்சங்கள் குறைந்த எடை காற்றோட்டமான மெஷ் துணி மேல் செயற்கை ஓவர்லேஸ் உடன் நீர் விரட்டும் மேல் வடிவமைப்பு மென்மையான நீட்டிக்கக்கூடிய காலர் பாதுகாப்பான பொருத்தத்திற்கான லேஸ் அப் முன்புறத்துடன் உயர் apex வடிவமைப்பு கூடுதல் நிலைத்தன்மைக்கு எலும்பியல் பக்க TPU பேனல்கள் மற்றும் சரிகை-மூலம் ஆறுதலுக்காக சூடான உருகும் செயற்கை கால் மற்றும் ஹீல் ஓவர்லேஸ் கூடுதல் ஆயுள் கொண்ட காற்று-குளிரூட்டப்பட்ட மெமரி ஃபோம் குஷன் வசதி இன்சோல் இலகுரக ஷாக் உறிஞ்சும் நடுப்புற அடிப்பகுதியுடன் ஃபர்ஸ்ட் டிசைன் ஃபினிஷ்/ரப்பர் அவுசோல் வழங்குகிறது ஆயுள் மற்றும் இழுவை நீடித்த டிரெட் அவுட்சோல் போதுமான பல மேற்பரப்பு இழுவை எடை: 9 அவுன்ஸ் ஆண்களுக்கான அளவு 9 பேடட் காலர் மற்றும் ஹீல் பேனலில் நிச்சயமாக பொருந்தும் Goodyear® (மற்றும் சிறகு கால் வடிவமைப்பு) மற்றும் பிளிம்ப் ஆகியவை கீச்சர்ஸ் USA Inc. மன்ஹாட்டன் பீச் CA. ஆகியவற்றின் உரிமத்தின் கீழ் பயன்படுத்தப்படும் குட்டி டயர் மற்றும் ரப்பர் நிறுவனத்தின் வர்த்தக முத்திரைகள் ஆகும். காப்பிரைட் 2019 குட்டி டயர் மற்றும் ரப்பர் நிறுவனம். இந்த அல்லது எந்த பாதணிகளும் நழுவுவதற்கான அபாயத்தை முற்றிலுமாக அகற்ற முடியாது______विवरण एडवांस तकनीक Skechers Bionic Trail™ के साथ बेहतरीन सड़क पर ले जाती है. यह सभी इलाके लंबी पैदल यात्रा और ट्रेल रनिंग शूज़ हल्के पानी से बचाने वाली क्रीम ऊपरी कुशन वाले मिडसोल और एक टिकाऊ Goodyear® रबर ट्रैक्शन आउटसोल के साथ डिज़ाइन किया गया है. विशेषताएं हल्के वज़न का हवा पार होने योग्य मेश फ़ैब्रिक अपर सिंथेटिक ओवरले के साथ वाटर रेपेलेंट अपर डिज़ाइन सॉफ्ट स्ट्रेच कॉलर फिट के लिए सुरक्षित फिट के लिए लेस अप फ्रंट के साथ हाई एपेक्स डिज़ाइन अतिरिक्त स्थिरता और लेस-अप के माध्यम से आराम के लिए गर्म पिघल सिंथेटिक टो और हील ओवरले अतिरिक्त टिकाउपन के लिए एयर-कूल्ड मेमोरी फोम कुशन कम्फर्ट इनसोल हल्के शॉक अब्ज़ॉर्ब मिडसोल स्टेक्कल डिज़ाइन फ़िनिश के साथ Goodyear® रबर आउटसोल टिकाउपन और कर्षण प्रदान करता है. ट्रेड आउटसोल पर्याप्त बहु-प्रदान करता है सतह कर्षण वजन: 9 oz. पुरुषों के साइज़ में 9 पैडेड कॉलर और हील पैनल में निश्चित रूप से फिट Goodyear® (और पंख वाला फुट डिज़ाइन) और ब्लिम्प Goodyear टायर और रबर कंपनी के ट्रेडमार्क हैं जो Skechers USA Inc. Manhattan Beach CA द्वारा लाइसेंस के तहत उपयोग किया जाता है. Copyright 2019 गुडइयर टायर और रबर कंपनी. यह या कोई भी फुटवियर फिसलने के जोखिम को पूरी तरह खत्म नहीं कर सकता है______ವಿವರಣೆ ಸುಧಾರಿತ ತಂತ್ರಜ್ಞಾನವು Skechers ಬಯೋನಿಕ್ ಟ್ರಯಲ್ ನೊಂದಿಗೆ ಹೊರಾಂಗಣದಲ್ಲಿ ಉತ್ತಮ ಸಮಯವನ್ನು ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ. ಈ ಎಲ್ಲಾ ಭೂಪ್ರದೇಶದ ಹೈಕಿಂಗ್ ಮತ್ತು ಟ್ರಯಲ್ ರನ್ನಿಂಗ್ ಶೂ ಅನ್ನು ಹಗುರವಾದ ನೀರು ನಿವಾರಕ ಮೇಲ್ಭಾಗ ಮೆತ್ತನೆಯ ಮಿಡ್ಸೋಲ್ ಮತ್ತು ಬಾಳಿಕೆ ಬರುವ Goodyear® ರಬ್ಬರ್ ಎಳೆತ ಮೆಟ್ಟಿನ ಸೋಲ್ನೊಂದಿಗೆ ವಿನ್ಯಾಸಗೊಳಿಸಲಾಗಿದೆ. ವೈಶಿಷ್ಟ್ಯಗಳು ಸಿಂಥೆಟಿಕ್ ಓವರ್ಲೇಗಳೊಂದಿಗೆ ಹಗುರವಾದ ಗಾಳಿಯಾಡುವ ಜಾಲರಿ ಬಟ್ಟೆಯ ಮೇಲ್ಭಾಗ ನೀರು ನಿವಾರಕ ಮೇಲಿನ ವಿನ್ಯಾಸ ಸುಲಭ ಸ್ಲಿಪ್ ಆನ್ ಫಿಟ್ ಗಾಗಿ ಹೆಚ್ಚಿನ ಅಪೆಕ್ಸ್ ವಿನ್ಯಾಸ ಸುರಕ್ಷಿತ ಫಿಟ್ಗಾಗಿ ಲೇಸ್ ಅಪ್ ಮುಂಭಾಗದೊಂದಿಗೆ ಅಸ್ಥಿಪಂಜರದ ಬದಿಯ TPU ಪ್ಯಾನೆಲ್ಗಳು ಹೆಚ್ಚುವರಿ ಸ್ಥಿರತೆಗಾಗಿ ಮತ್ತು ಲೇಸ್-ಮೂಲಕ ಆರಾಮಕ್ಕಾಗಿ ಬಿಸಿ ಕರಗುವ ಸಿಂಥೆಟಿಕ್ ಟೋ ಮತ್ತು ಹೀಲ್ ಓವರ್ಲೇಗಳು ಹೆಚ್ಚುವರಿ ಬಾಳಿಕೆಗಾಗಿ ಏರ್ ಕೂಲ್ಡ್ ಮೆಮೊರಿ ಫೋಮ್ ಮೆತ್ತನೆಯ ಆರಾಮ ಇನ್ಸೊಲ್ ಹಗುರವಾದ ಆಘಾತ ಸ್ಪೆಕಲ್ ವಿನ್ಯಾಸ ಫಿನಿಶ್ ನೊಂದಿಗೆ ಸ್ಥಿರಗೊಂಡ ಮಿಡ್ಫೂಟ್ ಮಿಡ್ಸೋಲ್ ಅನ್ನು ಹೀರಿಕೊಳ್ಳುತ್ತದೆ. ಮೆಟ್ಟಿನ ಹೊರ ಅಟ್ಟೆ ಬಾಳಿಕೆ ಎಳೆತ ಬಾಳಿಕೆ ಬರುವ ಚಕ್ರದ ಹೊರಭಾಗದ ಅಟ್ಟೆ ಸಾಕಷ್ಟು ಬಹು ಮೇಲ್ಮೈ ಎಳೆತವನ್ನು ಒದಗಿಸುತ್ತದೆ ತೂಕ: 9 oz. ಖಚಿತ ಫಿಟ್ಗಾಗಿ ಪುರುಷರ ಗಾತ್ರದ 9 ಪ್ಯಾಡೆಡ್ ಕಾಲರ್ ಮತ್ತು ಹೀಲ್ ಪ್ಯಾನೆಲ್ನಲ್ಲಿ Goodyear® (ಮತ್ತು ರೆಕ್ಕೆಯ ಕಾಲು ವಿನ್ಯಾಸ) ಮತ್ತು Blimp ಎಂಬುದು ಗುಡ್ಇಯರ್ ಟೈರ್ ಮತ್ತು ರಬ್ಬರ್ ಕಂಪನಿಯ ಟ್ರೇಡ್ಮಾರ್ಕ್ಗಳಾಗಿವೆ Skechers USA Inc. Manhattan ಬೀಚ್ CA. Copyright 2019 ಗುಡ್ಇಯರ್ ಟೈರ್ ಮತ್ತು ರಬ್ಬರ್ ಕಂಪನಿ. ಈ ಅಥವಾ ಯಾವುದೇ ಪಾದರಕ್ಷೆಗಳು ಜಾರಿಬೀಳುವ ಅಪಾಯವನ್ನು ಸಂಪೂರ್ಣವಾಗಿ ತೆಗೆದುಹಾಕಲು ಸಾಧ್ಯವಿಲ್ಲ,Excellent deal in 4000/-|| Comfortable fit|| Very happy to got this shoes,5.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars,Men
Nike Men's Blazer Mid '77 VNTG Basketball Shoe,₹5318.00,4.5 out of 5 stars,357 ratings,The Nike Blazer Mid ’77 has constantly proven itself as a versatile in-style budget-friendly option within a growing space where hype and exclusivity reigns supreme.,Box was messed up|| Go for it|| Report abuse|| Verified Purchase|| Report abuse|| Report abuse|| Report abuse|| Verified Purchase|| Report abuse|| Report abuse,4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 3.0 out of 5 stars|| 3.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars,Men
Adidas Men's Adizero Rc 3 M Running Shoe,₹5916.00,3.5 out of 5 stars,9 ratings,BB Fit: These men's shoes are designed for race day and fast training runs. The engineered mesh upper has external overlays for a supportive feel. They have a pillowy tongue and super-lightweight Lightstrike cushioning in the midsole. The Adiwear outsole provides traction on long winding downhills.,Verified Purchase|| Verified Purchase|| Verified Purchase|| Verified Purchase,5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 4.0 out of 5 stars,Men
Mizuno Men's Wave Rider 19 Running Shoes,₹3169.00,3.8 out of 5 stars,173 ratings, The next generation of Wave Rider line is Mizuno’s best yet. This is the ideal balance between fit and performance all packed in a sleek lightweight daily trainer with superb underfoot sensation for a smooth and responsive run that work harmoniously with the runner in every stride. Pronation type provided is maximum neutral which is built with higher midsole dimension for more luxurious cushioning to allow the foot to work without impediments. Rihachi Mizuno opened his first store in 1906 to share his passion for sports through the gear he and a small team of craftsmen proudly made in Japan. Driven by an uncompromising focus on athletic performance and aware that getting small product design details right could make a big difference on the field every generation of Mizuno products since then has combined meticulous craftsmanship with restless innovation. Today Mizuno Sports extends this legacy of innovation by combining time-honored heritage with a modern sense of style for items that fit your life the way you want to live it. Mizuno not only supports sporting activities by offering better sporting goods but also develops products and services that make the most of the value of sports and actively spread that in daily life.  Rihachi Mizuno opened his first store in 1906 to share his passion for sports through the gear he and a small team of craftsmen proudly made in japan driven by an uncompromising focus on athletic performance and aware that getting small product design details right could make a big difference on the field every generation of Mizuno products since then has combined meticulous craftsmanship with restless innovation today Mizuno sports extends this legacy of innovation by combining time-honoured heritage with a modern sense of style for items that fit your life the way you want to live it mizuno not only supports sporting activities by offering better sporting goods but also develops products and services that make the most of the value of sports and actively spread that in daily life we will contribute to making people around the world happy through the power of sports.,Good competition to Asics ...|| My father in law ditched Adidas for these|| This shoe is a perfect fit for resuming my running after a long break due to ACL injury.|| Product durability is very less|| Wrong Colour Shoe Delivered but Superb Product|| Best Running Shoes|| Pasting of Sole from toe tip is already coming off|| Better than expected|| Old inventory|| fitting is awesome. felt is perfect in terms of fitting,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars,Men
Adidas Men Running Shoes,₹4969.00,4.1 out of 5 stars,191 ratings,Adidas is the world's leading manufacturer of sports and casual wear footwear. Adidas offers performance and sport-inspired lifestyle products in categories such as Football Running Training and Fitness Golf and Motorsports. Using high technology and design innovation Adidas continually creates what is aspired and not just what is necessary. All Adidas products are meant to deliver high performance durability and great comfort.,Not original made in Indonesia|| Not original|| Shoes|| Good quality|| Be aware|| Poorest quality|| Loved it!|| Buy 0.5 size bigger|| Aram|| Fake Shoes,1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars,Men
Puma Unisex-adult's Running Shoe,₹3599.00,4.3 out of 5 stars,127 ratings,PRODUCT STORY - Gear yourself with this plush cushioned and lightweight walking shoe from the brand-new PUMA x one8 collection. Equipped with full length SOFTRIDE midsole to enhance your comfort at every stride. The lace less closure combined with knitted mesh upper offers sock like coverage to the foot. DETAILS Fully mesh upper for breathability Lace less closure SOFTRIDE midsole for extra cushioning and comfort Pull tab on the heel counter and tongue for easy slip in/off one8 logo on the tongue PUMA Cat logo on the lateral side Rubber outsole for perfect traction FEATURES & BENEFITS SOFTFOAM+: PUMA’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day,Read before you buy|| Value for money should buy|| Fitting and material|| Opinion after using for more then one month|| Product bahar se same he lekin puma vali koi fulling nahi|| Super Soft.|| Worth it👍🏻|| Great in looks Great in comfort😎|| Poor product|| Quality and comfort,2.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars,Men
ASICS Men's Running Shoes,₹4164.00,3.9 out of 5 stars,81 ratings,ASICS products were introduced to the United States in 1977 and brought with them an incredible story of athletic performance and technical advancements a philosophy which still holds true today.,Decent Buy at an ok price|| Bad sole|| Supar|| Comfortness or toughness|| Asics|| Report abuse|| Verified Purchase|| Report abuse|| Report abuse|| Verified Purchase,3.0 out of 5 stars|| 2.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars,Men
Skechers Men's Max Road 4 Running Shoe,₹6599.00,3.9 out of 5 stars,9 ratings,Super Critical Foam™ Built for the long run the lightweight Skechers GO RUN Maxroad 4 Hyper™ is an ultra cushioned neutral road running shoe. Designed with highly-resilient HYPER BURST® cushioning a durable rubber outsole and forefoot flex grooves for a smooth transition. The Skechers GO RUN Maxroad 4 Hyper™ provides cushioning for the miles ahead. Features Breathable compression knit fabric upper provides a snug and sock-like fit Upper material provides a multi-zone stretch Material designed to stretch in areas while providing structure and durability where needed Highly responsive ultra-lightweight long-lasting HYPER BURST™ cushioning midsole HYPER BURST™ is a new midsole foam created using a 'Super Critical™' process The process creates an extremely lightweight and resilient material for long wearing durability and responsiveness Rubber outsole promotes durabilty for smooth surface running Strategically-placed rubber pillars provide cushioning Knit collar provides a more comfortable and supportive fit Forefoot flex grooves aid in flexibility and promote a smooth transition Removable insole for a custom fit Offset: 6mm Weight: 8.4 oz. per shoe in a men's size 9 Compression knit mesh fabric upper provides a sock-like fit Woven-in sporty two color design Side S logo Lace up design with soft knit collar for comfortable feel Tongue free design for smooth comfortable fit______സൂപ്പർ ക്രമാനുഗിക Foam™ ദീർഘകാലത്തേക്ക് നിർമ്മിച്ചിരിക്കുന്നത് ഭാരം കുറഞ്ഞ സ്കേച്ചറുകൾ GO RUN Maxroad 4 Hyper™ അൾട്രാ കുഷ്യൻ ന്യൂട്രൽ റോഡ് റണ്ണിംഗ് ഷൂസാണ്. ഉയർന്ന രീതിയിൽ പുനർനിർമ്മിക്കുന്ന HYPER BURST® കുഷ്യനിംഗ് ഉപയോഗിച്ച് രൂപകൽപ്പന ചെയ്തിരിക്കുന്നു ഈടുറ്റ റബ്ബർ ഔട്ട്സോളും സുഗമമായ സഞ്ചാരത്തിനായി ഫോറെക്സ് ഫ്ലെക്സ് ഗ്രൂവുകളും. Skechers GO RUN Maxroad 4 Hyper™ തലയ്ക്ക് കുഷ്യനിംഗ് നൽകുന്നു. സവിശേഷതകൾ വായുസഞ്ചാരമുള്ള കംപ്രഷൻ നിറ്റ് ഫാബ്രിക് അപ്പർ സ്നിഗ്ദ്ധവും സോക്ക്-സമാന ഫിറ്റ് നൽകുന്നു. അപ്പർ മെറ്റീരിയൽ ഒരു മൾട്ടി-സോൺ സ്ട്രെച്ച് മെറ്റീരിയൽ നൽകുന്നു ഇത് ശരീരഘടനയ്ക്കും ഈടിനും ആവശ്യമായ ഉയർന്ന പ്രതികരണശേഷിയുള്ളതും വളരെ ഭാരം കുറഞ്ഞതും ദീർഘനേരം നീണ്ടുനിൽക്കുന്നതുമായ ഹൈപ്പർ BURST™ കുഷ്യനിംഗ് മിഡ്സോൾ ഹൈഡ്രോൾ ഹൈഡ്രോൾ (ഒരു 'സൂപ്പർ ക്രിitical™' പ്രക്രിയ ഉപയോഗിച്ച് സൃഷ്ടിച്ച ഒരു പുതിയ മിഡ്സോൾ ഫോം ആണ് ഈ പ്രക്രിയ വളരെ ഭാരം കുറഞ്ഞതും ഈട് നിൽക്കുന്നതുമാണ്. വെനറബ്ബർ ഔട്ട്സോൾ മിനുസമാർന്ന ഉപരിതലത്തിന് ഈട് വർദ്ധിപ്പിക്കുന്നു സ്ട്രാറ്റജി സ്ഥാപിച്ചിരിക്കുന്ന റബ്ബർ പില്ലറുകൾ കുഷ്യനിംഗ് നിറ്റ് കോളർ കൂടുതൽ സുഖകരവും പിന്തുണയ്ക്കുന്നതുമായ ഫിറ്റ് ഫോം റിഫ്ലക്സ് ഗ്രൂവുകൾ വഴക്കത്തിന് സഹായിക്കുന്നു കൂടാതെ സുഗമമായ ട്രാൻസിഷൻ നീക്കം ചെയ്യാവുന്ന ഇൻസോൾ നൽകുന്നു. പുരുഷന്മാർക്കുള്ള ഓരോ ഷൂവിനും 9 കംപ്രഷൻ നിറ്റ് മെഷ് തുണിത്തരം മുകൾഭാഗത്തിന് സോക്ക്-സമാന ഫിറ്റ് നൽകുന്നു വോവൻ-ഇൻ സ്പോർട്ടി രണ്ട് കളർ ഡിസൈൻ സൈഡ് S ലോഗോ ലേസ് അപ്പ് ഡിസൈൻ സുഗമമായ സുഖപ്രദമായ അനുഭവത്തിനായി മൃദുവായ നിറ്റ് കോളർ ഉപയോഗിച്ച് ടംഗ് ഫ്രീ ഡിസൈൻ,Like First copy material 😁|| Excellent|| Excellent quality,1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men
ASICS Men's Gel-Blade 6 Badminton Shoes,₹5949.00,3.6 out of 5 stars,236 ratings,Game. Set. Match. ASICS shoes and sneakers are designed to help you own the court. By constructing athletic footwear with breathable fabrics and advanced cushioning ASICS gives you the support needed to play game after game. Whether you’re just learning the basics or have a friendly rivalry each week the right pair of shoes can take your game to the top. With a variety of ASICS tennis gear for women to choose from fashion meets function in the form of flexibility and support.,Good product but somewhat over priced|| Good and bought it during the sale.|| Not good comfort after 2 months of use|| Good shoe|| Light Weight|| Best Buy|| decent buy. the shoes are very light and fits. looks really good|| Light weight comfy badminton shoes|| Don't buy this product from Amazon. Buy it directly from Asics website.|| Recieved a bad one,5.0 out of 5 stars|| 5.0 out of 5 stars|| 2.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 1.0 out of 5 stars,Men
Puma Men's Deviate Nitro Running Shoe,₹6599.00,4.3 out of 5 stars,45 ratings,Crafted with fine technology and futuristic design PUMA shoe is surely here to uplift your style and track games. Kick off on street and field in this shoe from the world’s leading and much loved sports brand PUMA.,Really good Excellent for Runs|| Excellent running shoe for Marathon runners|| Comfortable|| Awesome. Perfect bounce|| This one is good....really good!!|| Super comfortable|| Not fit sir|| Comfortable ride|| Puma Velocity shoes..|| Getting hot and wet while walking or running,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 3.0 out of 5 stars,Men
Nike Men's Jordan Jumpman 2021 Pf Basketball Shoe,₹6506.00,4.2 out of 5 stars,25 ratings,Inspired by the design of the latest Air Jordan game shoe the Jordan Jumpman 2021 helps up-and-coming players level up their game. The shoe features responsive Zoom Air cushioning in the forefoot. Curved Flightwire cables are stitched into the material for a close secure fit for competitive play. This PF version is ideal for use on outdoor courts,Style with comfort 😌|| Awesome|| Exchange|| Premium product nike jordan|| Great comfort  NYC Luk n great grip|| Not satisfied with the product|| loved it|| Nice shoes,5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars|| 1.0 out of 5 stars|| 5.0 out of 5 stars|| 5.0 out of 5 stars,Men
Puma Cell Fraction Fade Men's Running Shoes,₹6999.00,4.2 out of 5 stars,16 ratings,PRODUCT STORY Stride out in pure comfort and style on our Cell Fraction Fade Men's Running Shoes with PUMA's 10CELL technology designed to deliver comfort and stability just where it's needed. The clamshell design upper features large 10CELL pieces in fade-out double colours for an eye-catching finish while the TPU cage secures the foot improving the fit for a more comfortable ride. FEATURES & BENEFITS CMEVA: PUMA's compression-moulded EVA material for lightweight performance DETAILS Low boot silhouetteClamshell construction upper for improved fitSculpted full-length EVA midsoleRubber outsole for tractionPadded tongueLace closure for a snug fitTPU cage for superior lockdown10CELL piece on lateral and medial sidesPUMA Formstrip on lateral sideWoven label with PUMA Cat Logo on tongue,I am no satisfied with this product|| Nice product|| Value for money.|| Verified Purchase,5.0 out of 5 stars|| 5.0 out of 5 stars|| 4.0 out of 5 stars|| 4.0 out of 5 stars,Men
